uid,player_level,character,char_level,element,w_engine,w_engine_level,basic_atk,special_atk,dash,ultimate,core_skill,assist,base_hp,base_atk,base_def,base_impact,crit_rate,crit_dmg,anomaly_mastery,anomaly_proficiency,pen_ratio,pen,base_energy_regen,dmg_bonus,percent_hp_sub,percent_atk_sub,percent_def_sub,crit_rate_sub,crit_dmg_sub,pen_sub,anomaly_proficiency_sub,drive_slot_4,drive_slot_5,drive_slot_6,drive_sets
ad2d31b4765411f092088878734f76cf,56,Yixuan,60,Ether,Puzzle Sphere,60.0,12,12,9,12,7,6,0,0,0,0,50.6,123.6,92,144,0.0,27,0,0.0,18.0,24.0,0.0,7.2,57.6,27,54,CRIT Rate,Percent HP,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
ad2d31b4765411f092088878734f76cf,56,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,10,8,8,7,8,0,0,0,0,80.2,128.4,116,292,0.0,54,0,30.0,12.0,3.0,0.0,19.2,62.4,54,54,CRIT Rate,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d31b4765411f092088878734f76cf,56,Lighter,60,Fire,The Restrained,60.0,12,10,7,10,7,8,0,0,0,0,55.4,93.2,91,144,0.0,36,0,30.0,12.0,21.0,14.4,26.4,43.2,36,54,CRIT Rate,Fire DMG Bonus,Impact,"4p King of the Summit, Shockstar Disco"
ad2d31b4765411f092088878734f76cf,56,Koleda,60,Fire,Hellfire Gears,60.0,10,12,7,8,7,8,0,0,0,0,21.8,83.6,97,114,0.0,27,0,10.0,6.0,0.0,14.4,16.8,33.6,27,18,,Percent ATK,Impact,"Inferno Metal, Flex"
ad2d31b4765411f092088878734f76cf,56,Astra Yao,60,Ether,Kaboom the Cannon,60.0,6,12,6,12,7,8,0,0,0,0,26.6,69.2,93,128,0.0,36,0,0.0,0.0,21.0,4.8,21.6,19.2,36,36,Percent ATK,Percent ATK,Energy Regen,"Astral Voice, Swing Jazz, Flex"
ad0fd3d1765411f0a8598878734f76cf,60,Jane,60,Physical,Sharpened Stinger,60.0,11,11,11,11,7,11,0,0,0,0,9.8,64.4,192,425,0.0,36,0,40.0,6.0,30.0,43.2,4.8,14.4,36,99,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Fanged Metal, Freedom Blues"
ad0fd3d1765411f0a8598878734f76cf,60,Zhu Yuan,60,Ether,Riot Suppressor Mark VI,60.0,12,11,9,11,7,9,0,0,0,0,27.4,208.4,93,128,0.0,54,0,40.0,21.0,15.0,14.4,14.4,33.6,54,36,CRIT DMG,Ether DMG Bonus,Percent ATK,"4p Chaotic Metal, Woodpecker Electro"
ad0fd3d1765411f0a8598878734f76cf,60,Yixuan,60,Ether,Qingming Birdcage,60.0,11,11,11,11,7,11,0,0,0,0,49.0,131.6,92,117,0.0,18,0,0.0,24.0,9.0,19.2,21.6,33.6,18,27,CRIT DMG,Percent HP,Percent HP,"4p Yunkui Tales, Woodpecker Electro"
ad0fd3d1765411f0a8598878734f76cf,60,Lycaon,60,Ice,The Restrained,60.0,11,11,11,11,7,11,0,0,0,0,53.0,102.8,91,135,0.0,36,0,30.0,30.0,9.0,4.8,24.0,52.8,36,45,CRIT Rate,Ice DMG Bonus,Impact,"Shockstar Disco, Swing Jazz, Flex"
ad0fd3d1765411f0a8598878734f76cf,60,Astra Yao,60,Ether,Elegant Vanity,60.0,7,12,7,11,7,9,0,0,0,0,14.6,78.8,93,101,0.0,72,0,0.0,15.0,24.0,14.4,9.6,28.8,72,9,Percent ATK,Percent ATK,Energy Regen,"4p Astral Voice, Swing Jazz"
ad0fd3d1765411f0a8598878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,11,11,11,11,7,11,0,0,0,0,82.6,99.6,116,265,0.0,0,0,30.0,21.0,15.0,33.6,21.6,33.6,0,27,CRIT Rate,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d31e5765411f0b7738878734f76cf,60,Yuzuha,60,Physical,Metanukimorphosis,60.0,10,9,1,9,7,9,0,0,0,0,24.2,59.6,171,93,0.0,99,0,0.0,21.0,27.0,4.8,19.2,9.6,99,0,Percent ATK,Percent ATK,Anomaly Mastery,"4p Astral Voice, Phaethon's Melody"
ad2d31e5765411f0b7738878734f76cf,60,Jane,60,Physical,Weeping Gemini,60.0,10,10,10,10,7,5,0,0,0,0,5.0,59.6,148,123,0.0,0,0,0.0,0.0,0.0,0.0,0.0,9.6,0,9,,Percent ATK,,Flex
ad2d31e5765411f0b7738878734f76cf,60,Vivian,60,Ether,Weeping Gemini,60.0,10,9,7,9,7,8,0,0,0,0,21.8,78.8,198,348,0.0,0,0,30.0,6.0,9.0,19.2,16.8,28.8,0,108,Anomaly Proficiency,Ether DMG Bonus,Anomaly Mastery,"4p Phaethon's Melody, Freedom Blues"
ad2d3217765411f0ac7f8878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,11,12,7,11,0,0,0,0,65.8,200.4,116,265,24.0,0,0,0.0,0.0,15.0,33.6,28.8,86.4,0,27,CRIT DMG,PEN Ratio,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d3217765411f0ac7f8878734f76cf,60,Vivian,60,Ether,Flight of Fancy,60.0,12,12,10,12,7,10,0,0,0,0,17.0,59.6,198,465,0.0,36,0,30.0,21.0,24.0,14.4,12.0,9.6,36,135,Anomaly Proficiency,Ether DMG Bonus,Anomaly Mastery,"4p Phaethon's Melody, Freedom Blues"
ad2d3217765411f0ac7f8878734f76cf,60,Yuzuha,60,Physical,Weeping Cradle,60.0,12,12,11,12,7,11,0,0,0,0,36.2,83.6,171,156,24.0,9,0,0.0,18.0,21.0,0.0,31.2,33.6,9,63,Percent ATK,Percent ATK,Anomaly Mastery,"4p Astral Voice, Phaethon's Melody"
ad2d3217765411f0ac7f8878734f76cf,60,Burnice,60,Fire,Flamemaker Shaker,60.0,12,12,8,12,7,8,0,0,0,0,29.0,64.4,153,389,0.0,36,0,30.0,15.0,12.0,4.8,24.0,14.4,36,117,Anomaly Proficiency,Fire DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Freedom Blues"
ad2d3217765411f0ac7f8878734f76cf,60,Jane,60,Physical,Sharpened Stinger,60.0,12,12,11,12,7,10,0,0,0,0,12.2,64.4,192,425,0.0,27,0,40.0,18.0,36.0,19.2,7.2,14.4,27,99,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Fanged Metal, Freedom Blues"
ad2d3217765411f0ac7f8878734f76cf,60,Yixuan,60,Ether,Qingming Birdcage,60.0,12,12,11,12,7,11,0,0,0,0,57.8,166.8,92,99,0.0,18,0,30.0,15.0,9.0,19.2,38.4,52.8,18,9,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
ad2d3248765411f0a8008878734f76cf,59,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,11,12,7,11,0,0,0,0,67.4,171.6,116,301,0.0,0,0,10.0,6.0,12.0,0.0,38.4,57.6,0,63,CRIT DMG,Percent ATK,Percent ATK,"4p Branch & Blade Song, Polar Metal"
ad2d3248765411f0a8008878734f76cf,59,Soldier 11,60,Fire,The Brimstone,60.0,12,11,9,11,7,9,0,0,0,0,61.0,155.6,94,129,0.0,36,0,10.0,18.0,0.0,14.4,33.6,57.6,36,36,CRIT DMG,Percent ATK,Percent ATK,"4p Inferno Metal, Woodpecker Electro"
ad2d3248765411f0a8008878734f76cf,59,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,11,12,7,11,7,7,0,0,0,0,62.6,210.0,94,102,0.0,27,0,30.0,0.0,3.0,4.8,19.2,96.0,27,9,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
ad2d3248765411f0a8008878734f76cf,59,Yuzuha,60,Physical,Metanukimorphosis,60.0,11,11,1,11,7,11,0,0,0,0,14.6,69.2,171,156,0.0,18,0,0.0,15.0,36.0,9.6,9.6,19.2,18,63,Percent ATK,Percent ATK,Anomaly Mastery,"4p Astral Voice, Phaethon's Melody"
ad2d3248765411f0a8008878734f76cf,59,Astra Yao,60,Ether,Bashful Demon,60.0,1,12,1,11,7,1,0,0,0,0,17.0,59.6,93,128,0.0,27,0,0.0,0.0,39.0,24.0,12.0,9.6,27,36,Percent ATK,Percent ATK,Energy Regen,"4p Astral Voice, Swing Jazz"
ad2d3248765411f0a8008878734f76cf,59,Lighter,60,Fire,Blazing Laurel,60.0,11,11,3,11,7,7,0,0,0,0,17.0,78.8,91,117,0.0,36,0,30.0,3.0,18.0,24.0,12.0,28.8,36,27,Percent ATK,Fire DMG Bonus,Impact,"4p Shockstar Disco, Swing Jazz"
ad2d327a765411f096208878734f76cf,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,12,12,12,12,7,10,0,0,0,0,53.0,213.2,94,129,8.0,45,0,30.0,3.0,15.0,4.8,33.6,67.2,45,36,CRIT DMG,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Puffer Electro"
ad2d327a765411f096208878734f76cf,60,Zhu Yuan,60,Ether,Riot Suppressor Mark VI,60.0,12,12,11,12,7,11,0,0,0,0,45.8,253.2,93,119,24.0,18,0,10.0,6.0,21.0,0.0,40.8,62.4,18,27,CRIT DMG,PEN Ratio,Percent ATK,"Astral Voice, Chaotic Metal, Branch & Blade Song"
ad2d327a765411f096208878734f76cf,60,Yixuan,60,Ether,Qingming Birdcage,60.0,12,12,10,12,7,10,0,0,0,0,62.6,166.8,92,99,0.0,18,0,30.0,30.0,3.0,9.6,43.2,52.8,18,9,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
ad2d327a765411f096208878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,11,12,7,11,0,0,0,0,60.2,186.0,160,247,0.0,27,0,30.0,12.0,18.0,9.6,31.2,72.0,27,9,CRIT DMG,Ice DMG Bonus,Anomaly Mastery,"4p Branch & Blade Song, Phaethon's Melody"
ad2d327a765411f096208878734f76cf,60,Burnice,60,Fire,Flamemaker Shaker,60.0,11,12,11,12,7,11,0,0,0,0,41.0,117.2,162,251,0.0,27,0,30.0,6.0,15.0,4.8,36.0,67.2,27,9,Anomaly Proficiency,Fire DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Phaethon's Melody"
ad2d327a765411f096208878734f76cf,60,Alice,60,Physical,Practiced Perfection,60.0,12,12,10,12,7,9,0,0,0,0,12.2,69.2,184,354,32.0,45,0,10.0,6.0,27.0,19.2,7.2,19.2,45,144,Anomaly Proficiency,PEN Ratio,Anomaly Mastery,"4p Fanged Metal, Puffer Electro"
ad2d32aa765411f0aaa08878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,11,8,12,7,10,0,0,0,0,80.2,123.6,116,274,0.0,36,0,30.0,0.0,27.0,0.0,19.2,57.6,36,36,CRIT Rate,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d32aa765411f0aaa08878734f76cf,60,Ellen,60,Ice,Deep Sea Visitor,60.0,12,11,8,11,7,9,0,0,0,0,70.6,146.0,94,120,0.0,27,0,40.0,0.0,21.0,9.6,19.2,48.0,27,27,CRIT DMG,Ice DMG Bonus,Percent ATK,"4p Polar Metal, Woodpecker Electro"
ad2d32aa765411f0aaa08878734f76cf,60,Jane,60,Physical,Sharpened Stinger,60.0,12,12,11,12,7,9,0,0,0,0,9.8,69.2,192,434,0.0,27,0,40.0,21.0,42.0,0.0,4.8,19.2,27,108,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Fanged Metal, Freedom Blues"
ad2d32aa765411f0aaa08878734f76cf,60,Yixuan,60,Ether,Radiowave Journey,60.0,10,12,9,12,7,8,0,0,0,0,43.4,176.4,92,99,0.0,36,0,30.0,36.0,0.0,9.6,24.0,62.4,36,9,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
ad2d32aa765411f0aaa08878734f76cf,60,Evelyn,60,Fire,Marcato Desire,60.0,12,12,1,12,7,10,0,0,0,0,71.4,162.0,92,108,0.0,45,0,30.0,9.0,36.0,24.0,24.0,48.0,45,18,CRIT DMG,Fire DMG Bonus,Percent ATK,"4p Woodpecker Electro, Branch & Blade Song"
ad2d32aa765411f0aaa08878734f76cf,60,Soldier 0 - Anby,60,Electric,The Brimstone,60.0,11,12,8,11,7,8,0,0,0,0,62.6,138.0,94,111,0.0,0,0,30.0,9.0,39.0,9.6,19.2,72.0,0,18,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
ad2d32db765411f095ab8878734f76cf,57,Burnice,60,Fire,Weeping Gemini,60.0,8,11,5,7,7,7,0,0,0,0,17.0,78.8,153,326,0.0,63,0,30.0,24.0,27.0,0.0,12.0,28.8,63,54,Anomaly Proficiency,Fire DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Freedom Blues"
ad2d32db765411f095ab8878734f76cf,57,Astra Yao,60,Ether,Elegant Vanity,60.0,1,12,1,12,7,1,0,0,0,0,19.4,78.8,93,110,0.0,27,0,30.0,3.0,42.0,14.4,14.4,28.8,27,18,Percent ATK,Ether DMG Bonus,Energy Regen,"4p Astral Voice, Swing Jazz"
ad2d32db765411f095ab8878734f76cf,57,Trigger,60,Electric,Spectral Gaze,60.0,12,9,1,12,7,1,0,0,0,0,89.8,107.6,96,122,0.0,9,0,0.0,18.0,15.0,14.4,28.8,57.6,9,27,CRIT Rate,Percent ATK,Impact,"4p Shadow Harmony, Woodpecker Electro"
ad2d32db765411f095ab8878734f76cf,57,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,12,12,11,12,7,1,0,0,0,0,73.0,194.0,94,111,0.0,0,0,30.0,9.0,9.0,4.8,21.6,96.0,0,18,CRIT Rate,Electric DMG Bonus,Percent ATK,"4p Shadow Harmony, Woodpecker Electro"
ad2d32db765411f095ab8878734f76cf,57,Qingyi,60,Electric,Demara Battery Mark II,60.0,8,1,1,7,7,1,0,0,0,0,5.0,50.0,94,93,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,Flex
ad2d32db765411f095ab8878734f76cf,57,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,8,7,12,7,5,0,0,0,0,80.2,142.8,116,256,0.0,27,0,30.0,12.0,6.0,14.4,19.2,76.8,27,18,CRIT Rate,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d330d765411f0b4408878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,12,12,7,12,0,0,0,0,65.8,166.8,116,256,0.0,36,0,30.0,6.0,36.0,4.8,28.8,52.8,36,18,CRIT DMG,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d330d765411f0b4408878734f76cf,60,Yixuan,60,Ether,Qingming Birdcage,60.0,12,12,12,12,7,12,0,0,0,0,43.4,190.8,92,126,0.0,27,0,30.0,33.0,9.0,0.0,24.0,76.8,27,36,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
ad2d330d765411f0b4408878734f76cf,60,Jane,60,Physical,Sharpened Stinger,60.0,12,12,12,12,7,12,0,0,0,0,14.6,59.6,148,443,0.0,18,0,40.0,9.0,42.0,19.2,9.6,9.6,18,117,Anomaly Proficiency,Physical DMG Bonus,Percent ATK,"4p Fanged Metal, Freedom Blues"
ad2d330d765411f0b4408878734f76cf,60,Yanagi,60,Electric,Timeweaver,60.0,12,12,12,12,7,12,0,0,0,0,5.0,54.8,192,371,24.0,36,0,10.0,15.0,33.0,19.2,0.0,4.8,36,135,Anomaly Proficiency,PEN Ratio,Anomaly Mastery,"4p Chaos Jazz, Thunder Metal"
ad2d330d765411f0b4408878734f76cf,60,Astra Yao,60,Ether,Elegant Vanity,60.0,6,12,2,12,7,2,0,0,0,0,45.8,69.2,93,92,0.0,9,0,0.0,18.0,39.0,19.2,16.8,19.2,9,0,CRIT Rate,Ice DMG Bonus,Percent ATK,"4p Astral Voice, Swing Jazz"
ad2d330d765411f0b4408878734f76cf,60,Evelyn,60,Fire,Heartstring Nocturne,60.0,12,12,12,12,7,12,0,0,0,0,68.2,174.8,92,108,0.0,27,0,30.0,3.0,36.0,24.0,16.8,76.8,27,18,CRIT DMG,Fire DMG Bonus,Percent ATK,"4p Woodpecker Electro, Astral Voice"
ad2d3340765411f09f8d8878734f76cf,60,Yixuan,60,Ether,Qingming Birdcage,60.0,11,12,9,12,7,9,0,0,0,0,29.0,147.6,92,126,0.0,54,0,30.0,12.0,12.0,0.0,9.6,33.6,54,36,CRIT DMG,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
ad2d3340765411f09f8d8878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,12,12,7,12,0,0,0,0,63.4,171.6,116,247,0.0,45,0,30.0,12.0,33.0,14.4,26.4,57.6,45,9,CRIT DMG,Ice DMG Bonus,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d3340765411f09f8d8878734f76cf,60,Jane,60,Physical,Fusion Compiler,60.0,12,12,11,11,7,11,0,0,0,0,26.6,83.6,192,335,24.0,36,0,10.0,12.0,24.0,0.0,21.6,33.6,36,99,Anomaly Proficiency,Percent ATK,Anomaly Mastery,"4p Fanged Metal, Freedom Blues"
ad2d3340765411f09f8d8878734f76cf,60,Ellen,60,Ice,The Brimstone,60.0,12,12,10,12,7,10,0,0,0,0,62.6,138.0,94,129,0.0,36,0,40.0,15.0,12.0,0.0,19.2,72.0,36,36,CRIT Rate,Ice DMG Bonus,Percent ATK,"4p Polar Metal, Branch & Blade Song"
ad2d3340765411f09f8d8878734f76cf,60,Yanagi,60,Electric,Weeping Gemini,60.0,9,12,8,9,7,9,0,0,0,0,12.2,74.0,192,383,0.0,36,0,30.0,18.0,15.0,28.8,7.2,24.0,36,117,Anomaly Proficiency,Electric DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Freedom Blues"
ad2d3340765411f09f8d8878734f76cf,60,Caesar,60,Physical,Tremor Trigram Vessel,60.0,10,11,8,11,7,9,0,0,0,0,24.2,122.0,87,108,24.0,27,0,0.0,9.0,15.0,57.6,19.2,24.0,27,18,CRIT DMG,PEN Ratio,Impact,"4p Proto Punk, Shockstar Disco"
ad2d3371765411f085d78878734f76cf,57,Hugo,60,Ice,Myriad Eclipse,60.0,12,12,4,12,7,12,0,0,0,0,48.2,133.2,86,144,0.0,54,0,30.0,21.0,9.0,24.0,4.8,19.2,54,54,CRIT DMG,Ice DMG Bonus,Percent ATK,"4p Hormone Punk, Branch & Blade Song"
ad2d3371765411f085d78878734f76cf,57,Lighter,60,Fire,Blazing Laurel,60.0,12,12,7,12,7,7,0,0,0,0,43.4,98.0,91,135,0.0,18,0,10.0,18.0,3.0,28.8,14.4,48.0,18,45,CRIT Rate,Percent ATK,Impact,"4p Shockstar Disco, Inferno Metal"
ad2d3371765411f085d78878734f76cf,57,Caesar,60,Physical,Tusks of Fury,60.0,1,12,1,12,7,12,0,0,0,0,26.6,74.0,87,108,24.0,45,0,0.0,15.0,6.0,57.6,21.6,24.0,45,18,Percent ATK,PEN Ratio,Impact,"4p Proto Punk, Shockstar Disco"
ad2d3371765411f085d78878734f76cf,57,Astra Yao,60,Ether,Bashful Demon,60.0,2,12,1,12,7,12,0,0,0,0,36.2,74.0,93,119,0.0,18,0,0.0,15.0,18.0,38.4,31.2,24.0,18,27,Percent ATK,Percent ATK,Energy Regen,"4p Astral Voice, Swing Jazz"
ad2d3371765411f085d78878734f76cf,57,Ellen,60,Ice,,,12,12,8,11,7,8,0,0,0,0,46.6,107.6,94,147,0.0,0,0,40.0,15.0,18.0,0.0,19.2,9.6,0,54,CRIT DMG,Ice DMG Bonus,Percent ATK,"4p Polar Metal, Woodpecker Electro"
ad2d3371765411f085d78878734f76cf,57,Lycaon,60,Ice,Precious Fossilized Core,60.0,12,11,7,5,7,11,0,0,0,0,12.2,117.2,91,99,0.0,9,0,0.0,27.0,24.0,28.8,7.2,19.2,9,9,CRIT DMG,Percent HP,Impact,"4p Shockstar Disco, Swing Jazz"
ad2d33a2765411f0af1d8878734f76cf,60,Soldier 0 - Anby,60,Electric,Severed Innocence,60.0,12,12,11,12,7,11,0,0,0,0,63.4,170.0,94,102,0.0,36,0,30.0,9.0,18.0,9.6,12.0,72.0,36,9,CRIT Rate,Electric DMG Bonus,Energy Regen,"4p Shadow Harmony, Woodpecker Electro"
ad2d33a2765411f0af1d8878734f76cf,60,Trigger,60,Electric,The Restrained,60.0,12,11,9,11,7,8,0,0,0,0,73.0,69.2,96,158,0.0,45,0,30.0,15.0,6.0,19.2,36.0,19.2,45,63,CRIT Rate,Electric DMG Bonus,Impact,"4p Shockstar Disco, Woodpecker Electro"
ad2d33a2765411f0af1d8878734f76cf,60,Rina,60,Electric,Kaboom the Cannon,60.0,8,11,8,10,7,10,0,0,0,0,38.6,102.8,120,137,46.4,45,0,0.0,6.0,18.0,24.0,9.6,52.8,45,45,CRIT Rate,PEN Ratio,Anomaly Mastery,"4p Astral Voice, Puffer Electro"
ad2d33a2765411f0af1d8878734f76cf,60,Jane,60,Physical,Sharpened Stinger,60.0,12,12,12,12,7,12,0,0,0,0,7.4,54.8,192,425,0.0,45,0,40.0,6.0,57.0,19.2,2.4,4.8,45,99,Anomaly Proficiency,Physical DMG Bonus,Anomaly Mastery,"4p Fanged Metal, Freedom Blues"
ad2d33a2765411f0af1d8878734f76cf,60,Hugo,60,Ice,Deep Sea Visitor,60.0,12,12,12,12,7,12,0,0,0,0,77.8,165.2,86,144,0.0,72,0,0.0,9.0,9.0,4.8,26.4,67.2,72,54,CRIT DMG,Percent ATK,Percent ATK,"4p Hormone Punk, Woodpecker Electro"
ad2d33a2765411f0af1d8878734f76cf,60,Yuzuha,60,Physical,Kaboom the Cannon,60.0,12,12,11,11,7,11,0,0,0,0,33.8,69.2,171,183,0.0,54,0,0.0,0.0,30.0,9.6,28.8,19.2,54,90,Percent ATK,Percent ATK,Anomaly Mastery,"4p Astral Voice, Phaethon's Melody"
ad2d33d3765411f0b2d98878734f76cf,60,Zhu Yuan,60,Ether,The Brimstone,60.0,12,12,7,12,7,7,0,0,0,0,63.4,155.6,93,101,0.0,9,0,10.0,0.0,6.0,14.4,26.4,76.8,9,9,CRIT Rate,Percent ATK,Percent ATK,"4p Chaotic Metal, Woodpecker Electro"
ad2d33d3765411f0b2d98878734f76cf,60,Yuzuha,60,Physical,Kaboom the Cannon,60.0,12,12,7,12,7,10,0,0,0,0,19.4,64.4,133,212,0.0,27,0,0.0,12.0,39.0,14.4,14.4,14.4,27,27,Anomaly Proficiency,Percent ATK,Percent ATK,"4p Swing Jazz, Phaethon's Melody"
ad2d33d3765411f0b2d98878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,7,12,7,10,0,0,0,0,77.8,157.2,116,256,0.0,54,0,0.0,12.0,6.0,24.0,40.8,43.2,54,18,CRIT DMG,Percent ATK,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d33d3765411f0b2d98878734f76cf,60,Yanagi,60,Electric,Weeping Gemini,60.0,12,12,7,12,7,8,0,0,0,0,12.2,74.0,192,428,0.0,54,0,30.0,6.0,45.0,4.8,7.2,24.0,54,162,Anomaly Proficiency,Electric DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Freedom Blues"
ad2d33d3765411f0b2d98878734f76cf,60,Burnice,60,Fire,Weeping Gemini,60.0,12,12,7,12,7,9,0,0,0,0,5.0,78.8,118,395,0.0,72,0,40.0,15.0,15.0,19.2,0.0,28.8,72,153,Anomaly Proficiency,Fire DMG Bonus,Percent ATK,"4p Chaos Jazz, Inferno Metal"
ad2d33d3765411f0b2d98878734f76cf,60,Yixuan,60,Ether,Qingming Birdcage,60.0,12,12,10,12,7,10,0,0,0,0,62.6,147.6,92,108,0.0,27,0,30.0,33.0,9.0,9.6,19.2,81.6,27,18,CRIT Rate,Ether DMG Bonus,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
ad0fd650765411f087918878734f76cf,57,Soldier 0 - Anby,60,Electric,Cannon Rotor,60.0,8,7,5,7,5,5,0,0,0,0,68.2,104.4,94,111,0.0,63,0,0.0,9.0,6.0,19.2,9.6,38.4,63,18,CRIT Rate,Percent ATK,Percent ATK,"4p Shadow Harmony, Branch & Blade Song"
ad0fd650765411f087918878734f76cf,57,Miyabi,60,Ice,Electro-Lip Gloss,50.0,12,8,9,7,6,5,0,0,0,0,33.8,101.2,116,322,0.0,6,0,0.0,3.0,6.0,36.8,4.8,35.2,6,18,CRIT Rate,Percent ATK,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad0fd650765411f087918878734f76cf,57,Yixuan,60,Ether,Puzzle Sphere,60.0,9,9,8,11,7,6,0,0,0,0,33.8,123.6,92,144,0.0,18,0,0.0,21.0,15.0,4.8,14.4,9.6,18,54,CRIT DMG,Percent HP,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
ad0fd650765411f087918878734f76cf,57,Zhu Yuan,60,Ether,Riot Suppressor Mark VI,60.0,9,9,9,9,7,9,0,0,0,0,63.4,155.6,93,101,0.0,54,0,10.0,9.0,3.0,19.2,26.4,28.8,54,9,CRIT Rate,Percent ATK,Percent ATK,"4p Chaotic Metal, Woodpecker Electro"
ad0fd650765411f087918878734f76cf,57,Yuzuha,60,Physical,Metanukimorphosis,60.0,12,10,1,9,7,7,0,0,0,0,9.8,74.0,171,266,0.0,27,0,0.0,21.0,0.0,38.4,4.8,24.0,27,81,Anomaly Proficiency,Percent ATK,Anomaly Mastery,"4p Astral Voice, Phaethon's Melody"
ad0fd650765411f087918878734f76cf,57,Caesar,50,Physical,Reel Projector,50.0,6,7,1,7,5,6,0,0,0,0,17.0,93.2,87,153,0.0,18,0,0.0,0.0,9.0,43.2,12.0,43.2,18,63,Percent ATK,Percent ATK,Impact,"4p Proto Punk, Shockstar Disco"
ad2d3404765411f09c328878734f76cf,60,Yixuan,60,Ether,Qingming Birdcage,60.0,12,12,12,12,7,12,0,0,0,0,55.4,190.8,92,108,0.0,18,0,0.0,18.0,9.0,24.0,36.0,76.8,18,18,CRIT DMG,Percent HP,Percent HP,"4p Yunkui Tales, Branch & Blade Song"
ad2d3404765411f09c328878734f76cf,60,Miyabi,60,Ice,Hailstorm Shrine,60.0,12,12,12,12,7,12,0,0,0,0,70.6,142.8,116,256,24.0,27,0,0.0,3.0,27.0,0.0,33.6,76.8,27,18,Percent ATK,PEN Ratio,Percent ATK,"4p Branch & Blade Song, Woodpecker Electro"
ad2d3404765411f09c328878734f76cf,60,Yanagi,60,Electric,Timeweaver,60.0,12,12,12,12,7,12,0,0,0,0,9.8,69.2,192,410,0.0,9,0,30.0,9.0,36.0,4.8,4.8,19.2,9,144,Anomaly Proficiency,Electric DMG Bonus,Anomaly Mastery,"4p Chaos Jazz, Freedom Blues"
ad2d3404765411f09c328878734f76cf,60,Evelyn,60,Fire,Heartstring Nocturne,60.0,12,12,8,12,7,11,0,0,0,0,75.4,166.8,92,108,24.0,9,0,0.0,12.0,42.0,9.6,24.0,52.8,9,18,CRIT DMG,PEN Ratio,Percent ATK,"Astral Voice, Branch & Blade Song, Woodpecker Electro"
